,LEA,LEADescription,AdminFirstName,AdminLastName,AdminEmailAddress,ShippingAddress,MailingCity,MailingState,MailingZip,AverageClassSize,AverageYearsTeachingExperience,DistrictAverageSpendingPerPupil,StateAverageSpendingPerPupil,SchoolChoiceTransfers,Expulsions,WeaponsIncidents,StaffAssaults,StudentAssaults,SchoolEnrollment,SchoolChoiceTotal,NumberOfStudentsTestedInGrades9Thru11,NumberOfStudentsTestedInGrade12,AvgReading,AvgEnglish,AvgMath,AvgScience,AvgComposite,NumberOfStudentsTested,CriticalReadingMean,MathMean,WritingMean,NumberOfStudentsTakingAPCourses,NumberOfAPExamsTaken,NumberOfAPExamsScored3OrAbove,NumberOfStudentsTakingIBCourses,OverallCollegeGoingRate,OverallGraduationRate,DropoutRate,CollegeRemediationRate,Rating,OverallPoints,NativeAmericanOrAlaskan,Hispanic,NativeHawaiianOrPacificIslander,BlackAfricanAmerican,TwoOrMoreRaces,White,Asian,EconDisadvantaged,SPED,LEP,Overall Expected Grad,Overall Graduation Rate,Hispanic Overall Grad Rate,Native American Overall Grad Rate,Asian Overall Grad Rate,African American Overall Grad Rate,Hawaiian/Pacific Islander Overall Grad Rate,Caucasian Overall Grad Rate,Two or More Overall Grad Rate,Economic Disadvantage Overall Grad Rate,SPED Overall Grad Rate,LEP Overall Grad Rate,latlongs
464,3505030,Greenville Elementary School,,,,,,,0,,,12024.75,9641.65,,,,,,,,,,,,,,,,,,,,,,,,RV,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,"(29.5733996, 106.5903607)"
465,3505034,Oak Park Elementary School,LINDER,ANDERSON,linder.anderson@pbsd.k12.ar.us,2900 ORANGE,Pine Bluff,AR,71603,19.0,12.0,12024.75,9641.65,0.0,1.0,1.0,,4.0,338.0,1.0,,,,,,,,,,,,,,,,,RV,,,F,179.0,0.0,0.0,0.591715976331,97.92899408284,0.0,1.479289940828,0.0,97.93,10.946745562130001,0.29585798816500003,,,,,,,,,,,,,"(34.2006385, -92.0302889)"
466,3505036,Thirty-Fourth Ave. Elem. Sch.,VERNEICE,LOWERY,verneice.lowery@pbsd.k12.ar.us,801 EAST 34TH AVE.,Pine Bluff,AR,71601,20.0,15.0,12024.75,9641.65,0.0,,,4.0,47.0,479.0,1.0,,,,,,,,,,,,,,,,,RV,,,D,187.0,0.0,1.043841336116,0.20876826722300001,95.61586638830799,0.6263048016699999,2.296450939457,0.20876826722300001,90.61,11.273486430062,0.0,,,,,,,,,,,,,"(34.1946132, -91.9958325)"
467,3505037,Southwood Elementary School,ALFRED,CARROLL,alfred.carroll@pbsd.k12.ar.us,4200 FIR STREET,Pine Bluff,AR,71603,19.0,16.0,12024.75,9641.65,0.0,,2.0,7.0,27.0,392.0,0.0,,,,,,,,,,,,,,,,,RV,,,D,193.0,0.255102040816,2.04081632653,0.255102040816,95.918367346938,0.765306122448,0.255102040816,0.510204081632,91.84,9.69387755102,1.020408163265,,,,,,,,,,,,,"(34.185331, -92.031013)"
468,3505041,Southeast Middle School,STEPHANEY,JOHNSON,stephaney.johnson@pbsd.k12.ar.us,"ROUTE 3, 2001 OHIO",Pine Bluff,AR,71601,17.0,14.0,12024.75,9641.65,0.0,,,1.0,3.0,387.0,3.0,,,,,,,,,,,,,,,,,RV,0.0,,C,219.0,0.0,0.516795865633,0.258397932816,97.41602067183399,1.033591731266,0.7751937984489999,0.0,84.75,13.178294573643,0.516795865633,,,,,,,,,,,,,"(34.2284312, -92.00319549999999)"
469,3505042,Pine Bluff High School,MICHAEL,NELLUMS,michael.nellums@pbsd.k12.ar.us,711 WEST 11TH,Pine Bluff,AR,71601,15.0,15.0,12024.75,9641.65,0.0,1.0,4.0,3.0,5.0,926.0,1.0,87.0,149.0,17.46,16.3,17.18,17.95,17.4,0.0,RV,RV,RV,170.0,217.0,1.0,,65.1,71.22,8.53,86.58,C,218.0,0.0,0.215982721382,0.215982721382,96.004319654427,1.511879049676,1.619870410367,0.431965442764,78.51,11.015118790495999,0.323974082073,337,71.22,RV,0.00,0.00,71.25,0.00,RV,RV,70.12,71.05,0.00,"(34.2192746, -92.0095068)"
470,3505044,Jack Robey Jr. High School,DONALD,BOOTH,donald.booth@pbsd.k12.ar.us,4101 SOUTH OLIVE STREET,Pine Bluff,AR,71601,15.0,15.0,12024.75,9641.65,0.0,,1.0,4.0,9.0,650.0,4.0,,,,,,,,,,,,,,,,,RV,1.54,,C,212.0,0.0,0.307692307692,0.0,95.384615384615,1.846153846153,2.307692307692,0.153846153846,81.23,11.076923076923,0.153846153846,,,,,,,,,,,,,"(34.1886108, -92.0067948)"
471,3505046,W. T. Cheney Elementary School,KIMBERLY,WEST,kimberly.west@pbsd.k12.ar.us,2206 RIDGEWAY ROAD,Pine Bluff,AR,71603,19.0,19.0,12024.75,9641.65,0.0,,,1.0,1.0,377.0,1.0,,,,,,,,,,,,,,,,,RV,,,C,213.0,0.0,1.326259946949,0.0,92.838196286472,0.265251989389,4.509283819628,1.061007957559,84.35,13.793103448275001,0.530503978779,,,,,,,,,,,,,"(34.162781, -92.026068)"
472,3505047,Forrest Park/Greenville Preschool,GEORGIA,SANDERS,georgia.sanders@pbsd.k12.ar.us,1903 WEST 34TH,Pine Bluff,AR,71603,,11.0,12024.75,9641.65,,,,,,,,,,,,,,,,,,,,,,,,RV,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,"(34.1950297, -92.02132329999999)"
473,3509063,Edgewood Elementary School,ROSIE,MARTIN,rosemartin@wcmail.k12.ar.us,4100 WEST 32ND,Pine Bluff,AR,71603,20.0,16.0,8767.11,9641.65,0.0,,,,,434.0,4.0,,,,,,,,,,,,,,,,,RV,,,D,198.0,0.0,1.8433179723500002,0.0,74.654377880184,0.9216589861750001,21.658986175115,0.9216589861750001,82.03,6.682027649769,1.382488479262,,,,,,,,,,,,,"(34.1977559, -92.0452408)"
474,3509064,L. L. Owen Elementary School,SANDRA,WILLIAMS,swilliams@wcmail.k12.ar.us,3605 OAKWOOD ROAD,Pine Bluff,AR,71603,20.0,19.0,8767.11,9641.65,0.0,,2.0,3.0,7.0,418.0,32.0,,,,,,,,,,,,,,,,,RV,,,D,198.0,0.0,1.674641148325,0.0,72.96650717703301,0.23923444976,23.444976076555,1.674641148325,80.38,9.090909090909,0.7177033492820001,,,,,,,,,,,,,"(34.1927689, -92.0640791)"
475,3509066,Coleman Elementary School,ANNIE,SHAW,ashaw@wcmail.k12.ar.us,4600 WEST 13TH,Pine Bluff,AR,71603,19.0,18.0,8767.11,9641.65,0.0,1.0,3.0,,1.0,553.0,60.0,,,,,,,,,,,,,,,,,RV,,,D,191.0,0.0,1.808318264014,0.0,73.77938517179,0.542495479204,22.965641952983,0.904159132007,79.93,12.477396021698999,0.7233273056049999,,,,,,,,,,,,,"(34.2164225, -92.05347479999999)"
476,3509067,Watson Chapel High School,LEYDEL,WILLIS,ljwillis@wcmail.k12.ar.us,4000 CAMDEN ROAD,Pine Bluff,AR,71603,14.0,15.0,8767.11,9641.65,0.0,2.0,2.0,,1.0,660.0,80.0,99.0,155.0,18.48,16.94,17.59,18.37,18.01,0.0,RV,RV,RV,156.0,215.0,16.0,,67.6,87.80,3.34,74.84,C,233.0,0.0,1.515151515151,0.0,75.30303030303,0.30303030303,22.121212121212,0.757575757575,65.0,8.484848484848,0.151515151515,246,87.80,RV,0.00,RV,89.94,0.00,82.81,RV,90.65,81.82,0.00,"(34.1895438, -92.0664358)"
477,3509068,Watson Chapel Jr. High School,HENRY,WEBB,henryw@wcmail.k12.ar.us,3900 CAMDEN ROAD,Pine Bluff,AR,71603,19.0,11.0,8767.11,9641.65,0.0,,1.0,3.0,,714.0,72.0,,,,,,,,,,,,,,,,,RV,1.26,,D,200.0,0.0,2.100840336134,0.0,73.809523809523,0.140056022408,23.249299719887,0.700280112044,70.31,8.263305322128,0.420168067226,,,,,,,,,,,,,"(34.1901462, -92.0652099)"
478,3510076,White Hall High School,DON,STRINGER,stringerd@whitehallsd.org,700 BULLDOG DRIVE,White Hall,AR,71602,16.0,17.0,8873.02,9641.65,0.0,,,,1.0,967.0,75.0,254.0,216.0,21.2,20.67,20.38,20.77,20.94,2.0,RV,RV,RV,225.0,361.0,59.0,,62.3,94.09,3.0,54.17,C,222.0,0.413650465356,2.378490175801,0.103412616339,20.062047569803,1.24095139607,72.905894519131,2.895553257497,37.54,8.376421923474,0.103412616339,237,94.09,RV,RV,RV,97.50,0.00,93.96,RV,85.37,90.48,0.00,"(34.2823333, -92.1117234)"
479,3510077,Redfield Middle School,,,,,,,0,,,8873.02,9641.65,,,,,,,,,,,,,,,,,,,,,,,,RV,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,"(29.5733996, 106.5903607)"
480,3510078,Hardin Elementary School,JEFF,GLOVER,gloverj@whitehallsd.org,700 SCHOOLWOOD DRIVE,Redfield,AR,72132,18.0,16.0,8873.02,9641.65,0.0,,,,8.0,234.0,0.0,,,,,,,,,,,,,,,,,RV,,,B,253.0,0.0,4.273504273504,0.0,3.418803418803,0.0,91.02564102564101,1.282051282051,49.15,9.401709401709,0.8547008547,,,,,,,,,,,,,"(34.4522604, -92.1767682)"
481,3510079,Moody Elementary School,BETH,JOSLIN,joslinb@whitehallsd.org,700 MOODY SCHOOL DRIVE,White Hall,AR,71602,20.0,17.0,8873.02,9641.65,0.0,,,1.0,,363.0,15.0,,,,,,,,,,,,,,,,,RV,,,B,243.0,0.550964187327,1.101928374655,0.0,14.049586776859,1.928374655647,80.440771349862,1.928374655647,38.57,11.29476584022,0.275482093663,,,,,,,,,,,,,"(34.2852446, -92.1066798)"
482,3510080,Taylor Elementary School,TAMMIE,CANADA,canadat@whitehallsd.org,805 WEST STREET,White Hall,AR,71602,21.0,18.0,8873.02,9641.65,0.0,,,2.0,14.0,373.0,10.0,,,,,,,,,,,,,,,,,RV,,,C,228.0,0.0,1.6085790884709998,1.0723860589810001,24.664879356567997,1.6085790884709998,64.075067024128,6.970509383378,56.03,7.506702412868,4.55764075067,,,,,,,,,,,,,"(34.2675656, -92.09285059999999)"
483,3510081,White Hall Middle School,DOUGLAS,DORRIS,dorrisd@whitehallsd.org,8106 DOLLARWAY ROAD,White Hall,AR,71602,16.0,17.0,8873.02,9641.65,1.0,,,1.0,1.0,654.0,39.0,,,,,,,,,,,,,,,,,RV,0.0,,C,234.0,0.45871559633000003,3.363914373088,0.305810397553,19.418960244647998,1.681957186544,73.08868501529,1.681957186544,45.72,10.091743119265999,0.45871559633000003,,,,,,,,,,,,,"(34.27248489999999, -92.0912511)"
484,3510084,Gandy Elementary School,TIM,TAYLOR,taylort@whitehallsd.org,400 GANDY AVENUE,White Hall,AR,71602,18.0,20.0,8873.02,9641.65,0.0,,,1.0,3.0,353.0,18.0,,,,,,,,,,,,,,,,,RV,,,C,221.0,0.0,1.13314447592,0.28328611898,21.246458923512,2.8328611898009997,71.671388101983,2.8328611898009997,50.71,11.898016997167002,1.4164305949,,,,,,,,,,,,,"(34.2569413, -92.0936808)"
485,3541701,Pine Bluff Lighthouse Academy,Brent,Mitchell,bmitchell@lhacs.org,708 West 2nd Street,Pine Bluff,AR,71601,19.0,1.0,9907.42,9641.65,,,,,,,,,,,,,,,,,,,,,,,,RV,,,F,179.0,0.0,2.242152466367,0.0,96.412556053811,0.896860986547,0.448430493273,0.0,91.03,10.762331838564998,0.0,,,,,,,,,,,,,"(34.2284128, -92.0095992)"
486,3541702,Pb Lighthouse Upper Academy,Brent,Mitchell,bmitchell@lhacs.org,708 West 2nd,Pine Bluff,AR,71602,18.0,0.0,9907.42,9641.65,,,,,,,,,,,,,,,,,,,,,,,,RV,0.0,,D,190.0,0.0,0.0,0.0,98.57142857142799,1.428571428571,0.0,0.0,92.86,14.285714285713999,0.0,,,,,,,,,,,,,"(34.2284128, -92.0095992)"
487,3542702,Quest Middle School OF Pine Bluff,Debbie,Foster,dfoster@responsiveed.com,308 South Blake,Pine Bluff,AR,71601,14.0,1.0,20312.3,9641.65,,,,,,,,,,,,,,,,,,,,,,,,RV,0.0,,F,159.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,96.49,3.508771929824,0.0,,,,,,,,,,,,,"(34.227516, -92.04352550000002)"
488,3601001,Pyron Elementary School,Christel,Thompson,Christel.Thompson@csdar.org,1903 CLARK ROAD,Clarksville,AR,72830,19.0,14.0,8969.4,9641.65,5.0,,,,,599.0,23.0,,,,,,,,,,,,,,,,,RV,,,C,225.0,0.0,35.893155258764,0.834724540901,4.173622704507,1.669449081803,53.923205342237,3.5058430717860003,72.62,12.186978297161,30.717863105175,,,,,,,,,,,,,"(35.4617389, -93.48736389999999)"
489,3601002,Kraus Middle School,JANICE,PRICE,Janice.Price@csdar.org,1901 CLARK ROAD,Clarksville,AR,72830,20.0,15.0,8969.4,9641.65,1.0,,,,,434.0,17.0,,,,,,,,,,,,,,,,,RV,,,C,217.0,0.230414746543,37.096774193548,0.691244239631,3.456221198156,1.382488479262,53.456221198156,3.6866359447000003,71.2,11.751152073732,23.271889400921,,,,,,,,,,,,,"(35.4617385, -93.487342)"
490,3601003,Clarksville Primary School,KARL,ZIEGLER,Steve.Ziegler@csdar.org,2023 CLARK ROAD,Clarksville,AR,72830,20.0,16.0,8969.4,9641.65,6.0,,,,,474.0,11.0,,,,,,,,,,,,,,,,,RV,,,C,226.0,0.0,38.185654008438,0.0,1.8987341772150002,2.742616033755,52.320675105485,4.852320675105,78.48,8.649789029535,30.379746835443,,,,,,,,,,,,,"(35.4618461, -93.4911125)"
491,3601004,Clarksville Junior High School,PAUL,DEAN,Paul.Dean@csdar.org,1803 CLARK ROAD,Clarksville,AR,72830,17.0,15.0,8969.4,9641.65,8.0,,1.0,,1.0,633.0,17.0,,,,,,,,,,,,,,,,,RV,1.11,,D,201.0,0.0,34.281200631911,0.157977883096,2.369668246445,1.4218009478670002,56.240126382306,5.529225908372,67.61,11.848341232227002,17.061611374407,,,,,,,,,,,,,"(35.4617176, -93.4862691)"
492,3601005,Clarksville High School,John,Burke,John.Burke@csdar.org,1703 CLARK ROAD,Clarksville,AR,72830,12.0,11.0,8969.4,9641.65,3.0,,,,,545.0,30.0,108.0,120.0,22.35,20.58,20.27,21.38,21.28,1.0,RV,RV,RV,55.0,59.0,12.0,,55.9,85.64,4.95,50.0,C,223.0,0.183486238532,27.339449541283997,0.0,2.201834862385,1.467889908256,61.834862385320996,6.97247706422,64.95,7.522935779816001,13.577981651376,188,85.64,90.57,RV,RV,RV,0.00,84.48,RV,86.84,76.92,RV,"(35.4616822, -93.48445919999999)"
493,3604018,Lamar Elementary School,PAMALA,TERRY,pterry@lamarwarriors.org,301 ELBERTA STREET,Lamar,AR,72846,18.0,11.0,8263.26,9641.65,18.0,,,,,421.0,34.0,,,,,,,,,,,,,,,,,RV,,,C,216.0,0.0,4.988123515439,0.0,2.375296912114,0.0,92.63657957244601,0.0,68.88,12.826603325415,0.7125890736339999,,,,,,,,,,,,,"(35.4347338, -93.39572410000001)"
494,3604019,Lamar High School,CHARLES,HARRIS,charris@lamarwarriors.org,301 ELBERTA STREET,Lamar,AR,72846,11.0,8.0,8263.26,9641.65,31.0,7.0,,,,464.0,30.0,50.0,72.0,21.89,20.03,19.42,21.46,20.83,2.0,RV,RV,RV,25.0,21.0,10.0,,61.7,92.22,4.1,62.5,C,225.0,0.646551724137,5.603448275862,0.646551724137,1.724137931034,0.0,90.732758620689,0.646551724137,66.38,10.560344827586,1.9396551724129998,90,92.22,RV,0.00,RV,RV,RV,92.59,0.00,94.00,RV,RV,"(35.4347338, -93.39572410000001)"
495,3604020,Lamar Middle School,LANCE,SPENCE,lspence@lamarwarriors.org,301 ELBERTA STREET,Lamar,AR,72846,20.0,14.0,8263.26,9641.65,17.0,,,,,366.0,18.0,,,,,,,,,,,,,,,,,RV,2.15,,C,220.0,1.0928961748630002,7.103825136612,0.546448087431,1.9125683060099998,0.0,88.79781420764999,0.546448087431,67.21,13.114754098359999,1.366120218579,,,,,,,,,,,,,"(35.4347338, -93.39572410000001)"
496,3606025,Westside Elementary School,JOHN,ELMS,jelms@westsiderebels.net,193 SCHOOL ST.,Hartman,AR,72840,15.0,10.0,10003.83,9641.65,0.0,,1.0,,,359.0,17.0,,,,,,,,,,,,,,,,,RV,,,F,178.0,0.0,3.6211699164340003,0.0,0.0,0.0,94.707520891364,1.6713091922,100.0,16.434540389972,0.278551532033,,,,,,,,,,,,,"(35.433741, -93.616413)"
497,3606026,Westside High School,CARTER,CARTER,chase.carter@westsiderebels.net,400 N. HWY. 164,Hartman,AR,72840,9.0,14.0,10003.83,9641.65,6.0,3.0,,,,295.0,15.0,19.0,30.0,21.73,20.17,20.27,20.77,21.0,2.0,RV,RV,RV,25.0,17.0,0.0,,51.4,84.21,3.73,53.33,C,236.0,0.33898305084700003,2.372881355932,0.0,0.0,0.6779661016940001,93.55932203389798,3.0508474576270004,100.0,13.559322033898,0.6779661016940001,57,84.21,RV,0.00,RV,0.00,0.00,83.33,0.00,85.71,RV,RV,"(35.4404639, -93.654795)"
498,3701001,Bradley Elementary School,,,,,,,0,,,0.0,9641.65,,,,,,,,,,,,,,,,,,,,,,,,RV,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,"(29.5733996, 106.5903607)"
499,3701002,Bradley High School,,,,,,,0,,,0.0,9641.65,,,,,,,,,,,,,,,,,,,,,,,,RV,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,"(29.5733996, 106.5903607)"
500,3704007,Lafayette County Elementary,BETSY,GRIFFIN,griffinb@lcscougars.org,208 W. SEVENTH ST.,Lewisville,AR,71845,18.0,16.0,10539.36,9641.65,0.0,,1.0,,,346.0,0.0,,,,,,,,,,,,,,,,,RV,0.0,,C,236.0,0.0,2.023121387283,0.0,57.225433526011,2.601156069364,38.150289017340995,0.0,82.66,7.514450867051999,0.0,,,,,,,,,,,,,"(33.361285, -93.58829899999999)"
501,3704013,Lafayette County High School,OPAL,ANDERSON,andersono@lcscougars.org,1209 ALEXANDER LANE,Lewisville,AR,71845,11.0,8.0,10539.36,9641.65,0.0,,,,,302.0,0.0,50.0,38.0,16.9,15.49,16.77,18.29,17.0,0.0,RV,RV,RV,34.0,54.0,1.0,,64.9,76.79,3.64,84.62,C,212.0,0.0,2.317880794701,0.0,64.238410596026,0.33112582781399996,33.112582781456,0.0,82.12,6.291390728476,0.0,56,76.79,RV,0.00,0.00,71.43,0.00,88.89,0.00,79.07,RV,0.00,"(33.3584583, -93.5776771)"
502,3804009,Hoxie Elementary School,Tracy,Gates,tracy.gates@hoxie.nesc.k12.ar.us,602 SW HARTIGAN,Hoxie,AR,72433,15.0,11.0,9871.29,9641.65,2.0,,1.0,1.0,1.0,440.0,51.0,,,,,,,,,,,,,,,,,RV,,,C,220.0,0.227272727272,0.9090909090899999,0.0,0.6818181818179999,1.818181818181,96.13636363636299,0.227272727272,80.45,13.636363636363,0.0,,,,,,,,,,,,,"(36.04901540000001, -90.98209179999999)"
503,3804010,Hoxie High School,Kelly,Gillham,kelly.gillham@hoxie.nesc.k12.ar.us,602 SW HARTIGAN,Hoxie,AR,72433,10.0,7.0,9871.29,9641.65,0.0,,2.0,,1.0,423.0,132.0,54.0,49.0,21.47,19.82,19.37,19.8,20.35,0.0,RV,RV,RV,43.0,74.0,2.0,,48.5,90.67,1.65,61.22,C,236.0,0.236406619385,1.654846335697,0.236406619385,0.236406619385,2.364066193853,95.271867612293,0.0,66.9,12.529550827423,0.0,75,90.67,RV,0.00,0.00,0.00,0.00,91.55,RV,87.50,70.00,0.00,"(36.04901540000001, -90.98209179999999)"
504,3806018,Sloan-Hendrix Elem. School,Ligie,Waddell,lwaddell@sloan-hendrix.com,#2 GREYHOUND CIR.,Imboden,AR,72434,17.0,10.0,8252.1,9641.65,2.0,,,,,263.0,12.0,,,,,,,,,,,,,,,,,RV,,,D,207.0,0.7604562737639999,1.1406844106460001,0.0,0.38022813688199997,0.0,97.71863117870701,0.0,68.06,12.547528517109999,0.0,,,,,,,,,,,,,"(36.2037689, -91.18600789999999)"
505,3806019,Sloan-Hendrix High School,Marty,Moore,mmoore@sloan-hendrix.com,#3 GREYHOUND CIR.,Imboden,AR,72434,13.0,13.0,8252.1,9641.65,8.0,,,,,295.0,19.0,43.0,32.0,19.72,19.22,18.16,19.25,19.09,1.0,RV,RV,RV,40.0,41.0,0.0,,48.8,88.24,1.36,68.75,C,224.0,0.33898305084700003,0.6779661016940001,0.0,0.33898305084700003,0.0,98.305084745762,0.33898305084700003,60.0,14.237288135593,0.0,51,88.24,RV,0.00,0.00,0.00,0.00,88.00,0.00,87.10,RV,0.00,"(36.2037646, -91.1860078)"
506,3806020,Sloan-Hendrix Middle School,Ligie,Waddell,lwaddell@sloan-hendrix.com,#2 GREYHOUND CIR.,Imboden,AR,72434,18.0,13.0,8252.1,9641.65,7.0,1.0,1.0,,,148.0,10.0,,,,,,,,,,,,,,,,,RV,0.0,,D,207.0,0.0,1.351351351351,0.0,1.351351351351,0.0,97.297297297297,0.0,60.81,10.135135135135,0.0,,,,,,,,,,,,,"(36.2037689, -91.18600789999999)"
507,3809014,Hillcrest Elementary School,SHAWN,ROSE,shawn.rose@eagles1.k12.ar.us,180 SCHOOL STREET,Lynn,AR,72440,15.0,12.0,10400.97,9641.65,0.0,,,,,208.0,2.0,,,,,,,,,,,,,,,,,RV,,,C,229.0,0.0,1.9230769230759999,0.0,0.0,0.9615384615379999,97.115384615384,0.0,75.48,12.980769230769,0.0,,,,,,,,,,,,,"(36.0091779, -91.2530637)"
508,3809023,Hillcrest High School,MICKEL,SMITH,mickel.smith@eagles1.k12.ar.us,146 S. MAIN STREET,Strawberry,AR,72469,8.0,3.0,10400.97,9641.65,0.0,,1.0,,,214.0,1.0,18.0,38.0,19.95,18.92,18.53,19.92,19.42,,RV,RV,RV,2.0,,,,44.4,90.70,1.87,68.42,C,231.0,0.0,2.33644859813,0.0,0.0,0.0,97.66355140186899,0.0,64.95,14.485981308411,0.0,43,90.70,RV,0.00,0.00,0.00,0.00,90.48,0.00,87.50,RV,0.00,"(35.9651391, -91.3213318)"
509,3810001,Black Rock Elementary School,,,,,,,0,,,9226.43,9641.65,,,,,,,,,,,,,,,,,,,,,,,,RV,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,"(29.5733996, 106.5903607)"
510,3810002,Black Rock High School,,,,,,,0,,,9226.43,9641.65,,,,,,,,,,,,,,,,,,,,,,,,RV,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,"(29.5733996, 106.5903607)"
511,3810026,Walnut Ridge Elementary School,LEE,CHEADLE,lee.cheadle@bobcats.k12.ar.us,508 E FREE,Walnut Ridge,AR,72476,16.0,13.0,9226.43,9641.65,0.0,,1.0,,2.0,493.0,71.0,,,,,,,,,,,,,,,,,RV,,,C,214.0,0.20283975659200001,2.636916835699,0.0,0.20283975659200001,3.448275862068,93.10344827586201,0.40567951318400003,66.53,16.430020283975,0.0,,,,,,,,,,,,,"(36.0621909, -90.95662449999999)"
512,3810027,Walnut Ridge High School,JACOB,KERSEY,jacob.kersey@bobcats.k12.ar.us,508 E FREE,Walnut Ridge,AR,72476,13.0,15.0,9226.43,9641.65,1.0,0.0,1.0,,,429.0,75.0,70.0,52.0,20.17,19.21,19.63,19.81,19.85,1.0,RV,RV,RV,65.0,81.0,8.0,,63.8,85.71,0.93,55.77,B,247.0,0.4662004662,0.9324009324,0.0,0.0,1.398601398601,97.20279720279699,0.0,58.51,12.587412587412,0.0,70,85.71,0.00,0.00,0.00,0.00,0.00,86.96,RV,86.49,RV,0.00,"(36.0621909, -90.95662449999999)"
513,3840701,Imboden Area Charter School,JUDY,WARREN,jwarren@iacs.k12.ar.us,605 W. THIRD ST,Imboden,AR,72434,7.0,20.0,10139.95,9641.65,,,,,,,,,,,,,,,,,,,,,,,,RV,8.33,,D,197.0,1.5625,1.5625,0.0,0.0,0.0,96.875,0.0,78.13,18.75,0.0,,,,,,,,,,,,,"(36.2037869, -91.1793692)"
514,3904005,Whitten Elementary School,Lillie,Sexton,lillie.sexton@lcsd.grsc.k12.ar.us,175 Walnut St,Marianna,AR,72360,17.0,10.0,12863.21,9641.65,0.0,,1.0,,,216.0,0.0,,,,,,,,,,,,,,,,,RV,,,D,189.0,0.0,1.388888888888,0.0,91.203703703703,0.0,7.407407407407,0.0,100.0,11.574074074074,0.0,,,,,,,,,,,,,"(34.777329, -90.7615424)"
515,3904010,Anna Strong Intermediate Schoo,Mary,Hayden,mary.hayden@lcsd.grsc.k12.ar.us,214 S Alabama St,Marianna,AR,72360,16.0,9.0,12863.21,9641.65,0.0,1.0,1.0,1.0,5.0,219.0,0.0,,,,,,,,,,,,,,,,,RV,,,D,189.0,0.0,2.283105022831,0.0,87.214611872146,0.0,10.045662100456001,0.456621004566,100.0,17.808219178082,0.0,,,,,,,,,,,,,"(34.7690484, -90.7668356)"
516,3904011,Lee High School,PHYLISTIA,STANLEY,phylistia.stanley@lcsd.grsc.k12.ar.us,"523 Forrest Avenue, North",Marianna,AR,72360,11.0,10.0,12863.21,9641.65,0.0,3.0,,,,392.0,0.0,47.0,45.0,16.36,15.96,17.69,17.29,17.02,1.0,RV,RV,RV,31.0,41.0,3.0,,52.5,83.33,9.97,82.22,C,230.0,0.0,2.295918367346,0.0,92.34693877551001,0.0,4.84693877551,0.510204081632,100.0,12.244897959183,0.255102040816,60,83.33,RV,0.00,0.00,84.21,0.00,RV,0.00,83.05,71.43,0.00,"(34.7823423, -90.7775894)"
517,4003014,Brown Elementary School,PAUL,PICKENS,paul.pickens@scmail.k12.ar.us,400 EAST ARKANSAS AVENUE,Star City,AR,71667,22.0,11.0,9479.25,9641.65,8.0,,4.0,,,703.0,0.0,,,,,,,,,,,,,,,,,RV,,,D,199.0,0.284495021337,7.823613086769999,0.0,20.341394025604,1.137980085348,70.27027027026999,0.142247510668,63.87,11.522048364153,4.125177809388,,,,,,,,,,,,,"(33.942609, -91.839016)"
518,4003015,Star City Middle School,SUSAN,WHITE,susan.white@scmail.k12.ar.us,400 EAST ARKANSAS AVENUE,Star City,AR,71667,18.0,11.0,9479.25,9641.65,0.0,,,,,379.0,0.0,,,,,,,,,,,,,,,,,RV,0.0,,D,198.0,0.527704485488,5.277044854881,0.0,19.788918205804,2.374670184696,71.503957783641,0.527704485488,58.31,7.651715039577,2.374670184696,,,,,,,,,,,,,"(33.942609, -91.839016)"
519,4003016,Star City High School,MICHAEL,WALKER,mike.walker@scmail.k12.ar.us,400 EAST ARKANSAS AVENUE,Star City,AR,71667,13.0,9.0,9479.25,9641.65,2.0,1.0,2.0,1.0,3.0,488.0,2.0,109.0,85.0,20.55,18.87,20.19,20.69,20.26,1.0,RV,RV,RV,217.0,401.0,33.0,,51.9,93.97,0.82,60.0,C,230.0,0.204918032786,4.918032786885,0.0,22.950819672131,0.819672131147,71.106557377049,0.0,58.61,6.762295081966999,1.229508196721,116,93.97,RV,0.00,0.00,93.10,0.00,94.05,0.00,94.12,RV,RV,"(33.942609, -91.839016)"
